# Rime user dictionary
#@/db_name	terra_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.2.0
#@/tick	4257
#@/user_id	e046fdd6-b287-4fb1-baa6-1a5de5d90fd4
dui4 kang4 	對抗	c=0 d=0.00086517 t=4257
dui4 kang4 ti2 shi4 	對抗提示	c=1 d=0.00869506 t=4257
dui4 ma5 	對嗎	c=1 d=0.22091 t=4257
dui4 wai4 	對外	c=0 d=2.72288e-08 t=4257
dui4 wai4 de5 jia4 ge2 	對外的價格	c=1 d=1.32723e-07 t=4257
dui4 wei4 	對位	c=0 d=0.00023461 t=4257
dui4 ya5 	對呀	c=1 d=0.225373 t=4257
dui4 yu2 	對於	c=1 d=0.00499159 t=4257
dui4 zhun3 	對準	c=2 d=1.97639e-05 t=4257
duo1 	多	c=2 d=0.625484 t=4257
duo1 chi1 	多吃	c=1 d=6.38332e-05 t=4257
duo1 chi1 sheng1 de5 	多吃生的	c=1 d=5.85869e-05 t=4257
duo1 de5 	多的	c=1 d=6.77287e-05 t=4257
duo1 jiu3 	多久	c=1 d=9.63768e-08 t=4257
duo1 nian2 	多年	c=0 d=0.000433948 t=4257
duo1 shao3 	多少	c=0 d=9.98097e-09 t=4257
duo1 xuan3 	多選	c=1 d=0.000228266 t=4257
e2 luo2 si1 	俄羅斯	c=1 d=0.0218184 t=4257
en1 ai4 	恩愛	c=0 d=5.61539e-07 t=4257
en1 ai4 ba4 le5 	恩愛罷了	c=1 d=5.64353e-06 t=4257
er2 bu4 shi4 	而不是	c=1 d=8.39743e-05 t=4257
er3 duo5 	耳朵	c=1 d=1.93111e-07 t=4257
er4 	二	c=11 d=0.0492026 t=4257
er4 ji2 	二級	c=1 d=5.43628e-07 t=4257
er4 shi2 	二十	c=0 d=0.000316691 t=4257
er4 wei2 ma3 	二維碼	c=1 d=4.90709e-08 t=4257
fa1 	發	c=6 d=0.479731 t=4257
fa1 chu1 	發出	c=0 d=0.0145148 t=4257
fa1 chu1 le5 	發出了	c=1 d=0.145876 t=4257
fa1 dao4 	發到	c=2 d=0.00100537 t=4257
fa1 de5 	發的	c=1 d=3.17564e-06 t=4257
fa1 duan3 xin4 	發短信	c=1 d=0.554327 t=4257
fa1 ge4 	發個	c=1 d=1.16102e-06 t=4257
fa1 ge4 xin4 xi2 	發個信息	c=1 d=1.13647e-05 t=4257
fa1 gei3 	發給	c=0 d=0.0463013 t=4257
fa1 gei3 ni3 	發給你	c=0 d=4.03635e-05 t=4257
fa1 gei3 ni3 men5 	發給你們	c=1 d=0.000405658 t=4257
fa1 gei3 wo3 de5 	發給我的	c=1 d=0.465334 t=4257
fa1 hui2 	發回	c=0 d=7.42862e-05 t=4257
fa1 huo4 	發貨	c=9 d=1.99318 t=4257
fa1 huo4 le5 	發貨了	c=2 d=0.302704 t=4257
fa1 huo4 ma5 	發貨嗎	c=1 d=2.70611e-06 t=4257
fa1 le5 	發了	c=3 d=0.549831 t=4257
fa1 ming2 	發明	c=1 d=0.607598 t=4257
fa1 wei2 xin4 	發微信	c=1 d=0.000720907 t=4257
fa1 xian4 	發現	c=0 d=0.00043831 t=4257
fa1 you2 jian4 	發郵件	c=1 d=0.0373544 t=4257
fa1 zhan3 	發展	c=4 d=0.211486 t=4257
fa2 wei4 	乏味	c=1 d=0.00522135 t=4257
fan1 yi4 	翻譯	c=3 d=0.645001 t=4257
fan2 zhi2 	繁殖	c=1 d=0.000865744 t=4257
fan3 zheng1 	反正	c=1 d=7.50584e-08 t=4257
fan4 hou4 	飯後	c=1 d=5.94723e-05 t=4257
fan4 wei2 	範圍	c=1 d=0.000524719 t=4257
fan4 wei2 bu4 gou4 	範圍不夠	c=1 d=1.87372e-05 t=4257
fang1 	坊	c=1 d=1.03957e-06 t=4257
fang1 	方	c=0 d=4.46085e-05 t=4257
fang1 fa3 	方法	c=13 d=0.792442 t=4257
fang1 fa3 xie2 hui4 	方法協會	c=1 d=0.603506 t=4257
fang1 ge2 	方格	c=1 d=0.0336885 t=4257
fang1 ge2 ben3 zi5 	方格本子	c=1 d=0.0305009 t=4257
fang1 kuai4 	方塊	c=1 d=0.0219278 t=4257
fang1 mian4 	方面	c=1 d=0.0772285 t=4257
fang1 shi4 	方式	c=2 d=0.000171018 t=4257
fang1 tui4 xiu1 	方退休	c=1 d=0.000448321 t=4257
fang1 xiang4 	方向	c=1 d=0.0439369 t=4257
fang2 hua2 	防滑	c=2 d=0.713206 t=4257
fang2 zhi3 	防止	c=0 d=0.000144449 t=4257
fang2 zhi3 shou4 shang1 	防止受傷	c=2 d=0.0815098 t=4257
fang3 hua2 	訪華	c=4 d=3.02615 t=4257
fang4 	放	c=3 d=0.932403 t=4257
fang4 song1 	放鬆	c=1 d=0.0757816 t=4257
fei1 	飛	c=0 d=0.00900995 t=4257
fei1 bu4 gao1 	飛不高	c=1 d=0.045502 t=4257
fei1 chang2 duo1 	非常多	c=1 d=0.603506 t=4257
fei4 bu4 	肺部	c=1 d=0.000761668 t=4257
fei4 huo2 liang4 	肺活量	c=2 d=0.0101377 t=4257
fei4 pao1 	肺泡	c=1 d=0.000911882 t=4257
fei4 yong4 	費用	c=2 d=0.405898 t=4257
fen1 bu4 	分佈	c=0 d=0.000185476 t=4257
fen1 cheng2 	分成	c=1 d=1.24994e-07 t=4257
fen1 hui4 	分會	c=4 d=0.474624 t=4257
fen1 jie2 	分節	c=1 d=0.000309397 t=4257
fen1 jie3 	分解	c=1 d=0.251579 t=4257
fen1 xi1 	分析	c=3 d=0.0977834 t=4257
fen1 zhong1 	分鐘	c=2 d=0.000150434 t=4257
fen1 zhong4 	分衆	c=1 d=8.78394e-05 t=4257
fen3 se4 	粉色	c=2 d=0.0850662 t=4257
fen4 	份	c=6 d=3.84575 t=4257
feng1 bi4 	封閉	c=2 d=9.59129e-06 t=4257
fo2 ru2 	佛如	c=1 d=5.01832e-07 t=4257
fou3 ze2 	否則	c=1 d=3.06694e-08 t=4257
fu2 he2 	符合	c=1 d=1.71688e-06 t=4257
fu2 zhou1 	福州	c=4 d=0.000108521 t=4257
fu3 wo4 	俯臥	c=3 d=1.73661 t=4257
fu3 wo4 cheng1 	俯臥撐	c=1 d=0.13068 t=4257
fu3 zhu4 	輔助	c=2 d=0.114552 t=4257
fu3 zhu4 hu1 xi1 	輔助呼吸	c=1 d=0.0555762 t=4257
fu3 zhu4 shi4 	輔助式	c=1 d=1.24693e-08 t=4257
fu4 chan3 ke1 	婦產科	c=1 d=5.72883e-06 t=4257
fu4 diao4 	付掉	c=0 d=2.31755e-07 t=4257
fu4 hao2 	富豪	c=1 d=3.80258e-08 t=4257
fu4 ji1 	腹肌	c=3 d=6.82334e-06 t=4257
fu4 jian4 	附件	c=14 d=1.85146 t=4257
fu4 kuan3 fang1 shi4 	付款方式	c=1 d=0.0127784 t=4257
fu4 le5 	付了	c=1 d=2.37622e-06 t=4257
fu4 shi4 	腹式	c=1 d=1.1802e-08 t=4257
fu4 yuan2 	復原	c=1 d=2.31157e-05 t=4257
fu4 ze2 	負責	c=0 d=3.46574e-06 t=4257
fu4 zhong4 	負重	c=1 d=0.12307 t=4257
gai1 you3 	該有	c=0 d=7.43115e-09 t=4257
gai1 you3 dou1 you3 	該有都有	c=1 d=7.4684e-08 t=4257
gai3 	改	c=2 d=0.0230163 t=4257
gai3 bian4 	改變	c=4 d=0.0160481 t=4257
gai3 de2 	改得	c=1 d=5.8164e-08 t=4257
gai3 jia4 	改價	c=1 d=0.506617 t=4257
gai3 le5 	改了	c=1 d=6.20702e-08 t=4257
gai3 shan4 	改善	c=2 d=0.000492242 t=4257
gai3 tian1 	改天	c=1 d=0.210136 t=4257
gai3 wei2 	改爲	c=0 d=5.99149e-05 t=4257
gai3 wei2 zi4 ji3 	改爲自己	c=1 d=0.000602152 t=4257
gai4 kuang4 	概況	c=0 d=5.18454e-09 t=4257
gan3 	感	c=0 d=3.55408e-08 t=4257
gan3 	敢	c=1 d=0.778801 t=4257
gan3 jue2 	感覺	c=3 d=0.186401 t=4257
gan3 jue2 de5 	感覺的	c=1 d=0.00960953 t=4257
gan3 jue2 ru2 he2 	感覺如何	c=1 d=2.8025e-06 t=4257
gan3 xie4 	感謝	c=2 d=0.0485865 t=4257
gang1 	剛	c=2 d=0.190489 t=4257
gang1 cai2 	剛纔	c=1 d=0.349938 t=4257
gang1 gang1 	剛剛	c=1 d=0.733447 t=4257
gang1 shi4 	剛試	c=1 d=0.000345679 t=4257
gang1 yin4 	鋼印	c=5 d=0.982888 t=4257
gang1 zhi1 dao4 	剛知道	c=1 d=0.00351752 t=4257
gang4 gan3 	槓桿	c=1 d=1.95996e-05 t=4257
gao1 	高	c=2 d=1.08384 t=4257
gao1 bang1 	高邦	c=1 d=0.0119742 t=4257
gao1 dian3 	高點	c=0 d=0.000848038 t=4257
gao1 er3 fu1 	高爾夫	c=1 d=0.149569 t=4257
gao1 ji2 	高級	c=3 d=0.166141 t=4257
gao1 ling2 	高齡	c=1 d=0.0191587 t=4257
gao4 su4 	告訴	c=1 d=0.0153124 t=4257
gao4 su4 wo3 	告訴我	c=2 d=0.752548 t=4257
ge2 shi4 	格式	c=1 d=0.000156102 t=4257
ge4 	個	c=7 d=0.71103 t=4257
ge4 bu4 	各部	c=0 d=0.000115345 t=4257
ge4 bu4 wei4 	各部位	c=1 d=0.00115923 t=4257
ge4 dong4 zuo4 	個動作	c=1 d=0.235746 t=4257
ge4 ge5 	各個	c=1 d=1.29759e-06 t=4257
ge4 jing1 dian3 	個經典	c=1 d=0.240508 t=4257
ge4 wei4 	各位	c=2 d=0.0405597 t=4257
gei3 	給	c=1 d=0.179989 t=4257
gei3 da4 jia1 	給大家	c=1 d=0.0037164 t=4257
gei3 ni3 	給你	c=1 d=0.0373439 t=4257
gei3 shei2 	給誰	c=1 d=0.0265162 t=4257
gei3 wo3 	給我	c=9 d=1.60842 t=4257
gen1 	跟	c=1 d=0.00334597 t=4257
gen1 ju4 	根據	c=1 d=5.9059e-06 t=4257
geng1 xin1 	更新	c=2 d=0.0958482 t=4257
geng4 hao3 	更好	c=1 d=6.84094e-05 t=4257
geng4 jin4 yi1 bu4 	更進一步	c=1 d=0.000497955 t=4257
gong1 fen1 	公分	c=1 d=0.425283 t=4257
gong1 fu1 	功夫	c=1 d=1.42691e-06 t=4257
gong1 neng2 	功能	c=0 d=0.0364219 t=4257
gong1 neng2 xing4 	功能性	c=0 d=1.43431e-09 t=4257
gong1 neng2 xing4 shen1 zhan3 	功能性伸展	c=1 d=1.44149e-08 t=4257
gong1 neng2 xun4 lian4 	功能訓練	c=1 d=2.74038e-07 t=4257
gong1 niu2 	公牛	c=1 d=0.214381 t=4257
gong1 shang1 	工商	c=1 d=0.0132336 t=4257
gong1 si1 	公司	c=3 d=0.0112199 t=4257
gong1 si1 jie4 shao4 	公司介紹	c=1 d=0.000147748 t=4257
gong1 si1 ming2 cheng1 	公司名稱	c=1 d=0.000158461 t=4257
gong1 si1 ren2 	公司人	c=1 d=0.000407691 t=4257
gong1 zuo4 	工作	c=2 d=2.03781e-05 t=4257
gong1 zuo4 fang1 	工作坊	c=16 d=0.937292 t=4257
gong1 zuo4 fang1 jie4 shao4 	工作坊介紹	c=1 d=9.03116e-08 t=4257
gong1 zuo4 fang1 xiang2 xi4 	工作坊詳細	c=1 d=9.2136e-08 t=4257
gong1 zuo4 jing1 yan4 	工作經驗	c=1 d=6.70662e-07 t=4257
gong1 zuo4 ren2 yuan2 	工作人員	c=1 d=4.72527e-05 t=4257
gong1 zuo4 xing4 zhi4 	工作性質	c=1 d=0.0157644 t=4257
gong4 tong2 	共同	c=0 d=8.93825e-05 t=4257
gong4 tong2 tao3 lun4 	共同討論	c=2 d=0.00217945 t=4257
gong4 xian4 	貢獻	c=1 d=0.0658748 t=4257
gou1 tong1 	溝通	c=3 d=4.39679e-06 t=4257
gou4 	夠	c=0 d=4.64258e-07 t=4257
gou4 mai3 	購買	c=1 d=0.444858 t=4257
gou4 ou1 da3 	夠毆打	c=1 d=4.48398e-06 t=4257
gu2 tou5 	骨頭	c=1 d=1.98992e-07 t=4257
gu3 	骨	c=2 d=2.20633e-08 t=4257
gu3 pen2 	骨盆	c=14 d=0.107787 t=4257
gu3 pen2 di3 ji1 	骨盆底肌	c=2 d=1.35564e-05 t=4257
gu3 pen2 qian2 qing1 	骨盆前傾	c=1 d=0.00146632 t=4257
gu3 pen2 wen3 ding4 	骨盆穩定	c=1 d=2.23206e-05 t=4257
gua4 	掛	c=1 d=0.225373 t=4257
gua4 huo4 jia4 	掛貨架	c=1 d=1.22815e-06 t=4257
guan1 cha2 	觀察	c=0 d=2.03599e-05 t=4257
guan1 cha2 ke4 hu4 	觀察客戶	c=1 d=1.15086e-06 t=4257
guan1 cha2 yu3 ping2 gu1 	觀察與評估	c=1 d=0.000203468 t=4257
guan1 fang1 	官方	c=4 d=0.00172872 t=4257
guan1 jian4 	關鍵	c=0 d=3.03539e-05 t=4257
guan1 jie2 	關節	c=3 d=0.00547601 t=4257
guan1 xi4 	關係	c=1 d=4.95641e-08 t=4257
guan1 yu2 	關於	c=1 d=1.21908e-07 t=4257
guan1 zhuang4 	冠狀	c=1 d=0.000104996 t=4257
guan1 zhuang4 mian4 	冠狀麪	c=1 d=0.000880518 t=4257
guan3 	管	c=1 d=1.09209e-07 t=4257
guan3 	館	c=1 d=1.85765e-07 t=4257
guan3 li3 	管理	c=1 d=4.77469e-06 t=4257
guan4 xing4 	慣性	c=1 d=5.18366e-06 t=4257
guang3 fa1 	廣發	c=1 d=0.0301974 t=4257
guang3 zhou1 	廣州	c=2 d=5.06096e-07 t=4257
gui1 ge2 	規格	c=2 d=0.669019 t=4257
gui4 zi1 	跪姿	c=3 d=0.129166 t=4257
gun3 	滾	c=2 d=0.120184 t=4257
gun3 qiu2 	滾球	c=1 d=0.135335 t=4257
guo2 	國	c=3 d=0.99005 t=4257
guo2 ji4 	國際	c=8 d=0.614003 t=4257
guo2 ji4 biao1 zhun3 	國際標準	c=1 d=0.00729913 t=4257
guo2 ji4 bo2 lan3 	國際博覽	c=0 d=0.014808 t=4257
guo2 ji4 pu3 la1 ti2 dao3 shi1 	國際普拉提導師	c=1 d=3.56328e-08 t=4257
guo2 jia1 	國家	c=1 d=4.10865e-07 t=4257
guo2 nei4 	國內	c=1 d=7.43115e-08 t=4257
guo2 sheng2 ji1 	膕繩肌	c=3 d=5.14898e-06 t=4257
guo2 wai4 	國外	c=1 d=6.96349e-08 t=4257
guo4 	過	c=1 d=0.000347412 t=4257
guo4 bu5 qu4 	過不去	c=1 d=5.22223e-05 t=4257
guo4 guan1 	過關	c=1 d=1.84459e-05 t=4257
guo4 lai2 	過來	c=1 d=0.22091 t=4257
guo4 qi2 	過期	c=0 d=1.05982e-08 t=4257
ha1 ha1 	哈哈	c=1 d=0.222017 t=4257
hai2 	還	c=1 d=4.67717e-05 t=4257
hai2 ke3 yi3 	還可以	c=1 d=3.62526e-05 t=4257
hai2 mei2 	還沒	c=7 d=1.08649 t=4257
hai2 mei2 shuo1 hua4 	還沒說話	c=1 d=4.82073e-05 t=4257
hai2 mei2 you3 	還沒有	c=1 d=1.61285e-05 t=4257
hai2 mei2 you3 shou1 dao4 	還沒有收到	c=1 d=0.000135032 t=4257
hai2 neng2 	還能	c=1 d=0.215456 t=4257
hai2 que4 liang3 ge4 	還卻兩個	c=1 d=2.23784e-06 t=4257
hai2 shi4 	還是	c=3 d=0.648008 t=4257
hai2 xiang3 	還想	c=1 d=5.24841e-05 t=4257
hai2 you3 	還有	c=4 d=0.197913 t=4257
hai2 you3 shen2 me5 	還有什麼	c=1 d=4.29704e-05 t=4257
hai3 bao4 	海報	c=2 d=0.133989 t=4257
hai3 nan2 	海南	c=1 d=0.985112 t=4257
hai4 ren2 	害人	c=0 d=7.92752e-05 t=4257
han2 	含	c=1 d=1.59599e-07 t=4257
han2 guo2 	韓國	c=0 d=4.82073e-06 t=4257
han2 guo2 lao3 	韓國老	c=1 d=4.84489e-05 t=4257
han2 li3 lun4 	含理論	c=1 d=1.44498e-07 t=4257
han2 yi4 	含義	c=0 d=0.000551656 t=4257
hang2 	航	c=1 d=2.45492e-07 t=4257
hang2 	行	c=1 d=0.000244127 t=4257
hang2 ye4 	行業	c=2 d=0.000686148 t=4257
hao3 	好	c=4 d=0.619765 t=4257
hao3 ba1 	好吧	c=4 d=0.376635 t=4257
hao3 de5 	好的	c=8 d=1.17255 t=4257
hao3 le5 	好了	c=1 d=0.203926 t=4257
hao3 ma5 	好嗎	c=4 d=0.852845 t=4257
hao3 mai4 	好賣	c=1 d=0.000112226 t=4257
hao3 mei2 you3 	好沒有	c=1 d=1.99507e-08 t=4257
hao3 xiang4 	好像	c=0 d=0.0226502 t=4257
hao3 xiang4 you3 	好像有	c=1 d=0.227638 t=4257
hao4 	號	c=8 d=0.038108 t=4257
hao4 lou2 	號樓	c=1 d=9.90724e-09 t=4257
hao4 ma3 	號碼	c=1 d=0.00263203 t=4257
he2 	和	c=18 d=0.523076 t=4257
he2 li3 	合理	c=1 d=1.63315e-06 t=4257
he2 li4 liang5 	和力量	c=1 d=0.000567086 t=4257
he2 xie2 	和諧	c=0 d=0.00023461 t=4257
he2 xie2 dui4 wei4 	和諧對位	c=3 d=0.0619963 t=4257
he2 xie2 tiao2 xing4 	和協調性	c=1 d=0.0728029 t=4257
he2 xin1 	核心	c=7 d=0.112585 t=4257
he2 yun4 dong4 	和運動	c=1 d=0.130029 t=4257
he2 zi5 	盒子	c=1 d=5.03131e-08 t=4257
he2 zuo4 	合作	c=2 d=0.00514371 t=4257
hen3 	很	c=0 d=7.49395e-08 t=4257
hen3 	狠	c=0 d=0.00430669 t=4257
hen3 bu4 cuo4 	很不錯	c=2 d=0.000109563 t=4257
hen3 da4 	很大	c=0 d=7.67598e-08 t=4257
hen3 duo1 	很多	c=2 d=0.133198 t=4257
hen3 hao3 	很好	c=1 d=5.08188e-08 t=4257
hen3 jiao1 ao4 	很驕傲	c=1 d=6.84211e-07 t=4257
hen3 nan2 	很難	c=1 d=7.7518e-05 t=4257
hen3 pei4 fu5 	很佩服	c=1 d=6.8942e-08 t=4257
hen3 shi2 shang4 	狠時尚	c=1 d=0.0432828 t=4257
hen3 xiang4 	很像	c=1 d=3.68005e-05 t=4257
hen3 you3 	很有	c=0 d=9.95351e-06 t=4257
hen3 you3 jing1 shen2 	很有精神	c=1 d=0.000100034 t=4257
hen3 zhong4 yao1 	很重要	c=1 d=0.0824965 t=4257
hou4 	後	c=2 d=0.127455 t=4257
hou4 ce4 	後側	c=1 d=5.00537e-06 t=4257
hou4 lai2 	後來	c=2 d=0.102284 t=4257
hou4 mian4 	後面	c=1 d=0.367879 t=4257
hou4 shang4 	後上	c=0 d=2.0608e-08 t=4257
hou4 tian1 	後天	c=2 d=0.21332 t=4257
hou4 zhi1 cheng1 	後支撐	c=1 d=1.35755e-08 t=4257
hu1 qi4 	呼氣	c=5 d=0.339838 t=4257
hu1 qi4 you3 li4 	呼氣有利	c=1 d=0.00108628 t=4257
hu1 xi1 	呼吸	c=19 d=1.01117 t=4257
hu1 xi1 de5 kong4 zhi4 	呼吸的控制	c=1 d=0.08291 t=4257
hu3 	虎	c=0 d=2.16124e-09 t=4257
hua1 kai1 	花開	c=1 d=1.7042e-07 t=4257
hua2 	滑	c=1 d=0.00228818 t=4257
hua2 	華	c=2 d=0.447088 t=4257
hua2 ban3 	滑板	c=0 d=0.0810584 t=4257
hua2 nan2 	華南	c=1 d=2.4796e-07 t=4257
hua2 xue3 	滑雪	c=1 d=9.75974e-09 t=4257
huan4 	換	c=2 d=6.56127e-06 t=4257
huan4 huan4 	換換	c=1 d=0.00501661 t=4257
hui1 fu4 	恢復	c=1 d=0.0219905 t=4257
hui2 	回	c=3 d=0.0182601 t=4257
hui2 da2 	回答	c=1 d=0.00899871 t=4257
hui2 dao3 zhi4 	回導致	c=1 d=0.00194986 t=4257
hui2 dao4 	回到	c=2 d=0.126317 t=4257
hui2 dao4 ren2 sheng1 	回到人生	c=2 d=0.121155 t=4257
hui2 gu4 	回顧	c=1 d=2.3352e-07 t=4257
hui2 li4 bang4 	回力棒	c=1 d=0.136695 t=4257
hui2 qu5 	回去	c=1 d=5.67279e-08 t=4257
hui4 	會	c=7 d=0.938037 t=4257
hui4 he2 	匯合	c=1 d=0.000584356 t=4257
hui4 kuan3 	匯款	c=1 d=0.0142828 t=4257
hui4 kuan3 xin4 xi2 	匯款信息	c=1 d=0.0125254 t=4257
hui4 tong3 ji4 	會統計	c=1 d=4.23306e-05 t=4257
hui4 yuan2 	會員	c=1 d=0.000531398 t=4257
hui4 zhang3 	會長	c=1 d=0.29523 t=4257
huo2 dong4 	活動	c=4 d=1.93638e-05 t=4257
huo2 dong4 fan4 wei2 	活動範圍	c=5 d=0.00410372 t=4257
huo2 dong4 fan4 wei2 zui4 da4 	活動範圍最大	c=1 d=0.00134683 t=4257
huo2 li4 	活力	c=0 d=2.15566e-08 t=4257
huo2 li4 shao4 nian2 wang2 	活力少年王	c=1 d=2.16646e-07 t=4257
huo4 	或	c=7 d=2.40536 t=4257
huo4 	貨	c=2 d=0.688502 t=4257
huo4 de2 	獲得	c=3 d=0.0204618 t=4257
huo4 de2 fan4 wei2 	獲得範圍	c=1 d=1.98958e-05 t=4257
huo4 jia4 	貨架	c=1 d=1.3627e-06 t=4257
huo4 lei4 si4 	或類似	c=1 d=0.000626727 t=4257
huo4 pin3 	貨品	c=1 d=0.240508 t=4257
huo4 qi2 ta1 	或其他	c=1 d=0.647265 t=4257
huo4 shen2 jing1 xi4 tong3 	或神經系統	c=1 d=3.60718e-05 t=4257
huo4 zhe3 	或者	c=2 d=0.451924 t=4257
ji1 	機	c=1 d=0.000645813 t=4257
ji1 	肌	c=0 d=6.33232e-05 t=4257
ji1 ben3 shang4 	基本上	c=1 d=5.48998e-05 t=4257
ji1 gou4 	機構	c=2 d=0.670789 t=4257
ji1 hui4 	機會	c=1 d=0.235746 t=4257
ji1 jian4 	肌腱	c=1 d=3.28083e-07 t=4257
ji1 qun2 	機羣	c=1 d=1.5931e-08 t=4257
ji1 qun2 	肌羣	c=3 d=5.15654e-08 t=4257
ji1 rou4 	肌肉	c=6 d=0.0064157 t=4257
ji1 xie4 hua4 	機械化	c=1 d=0.0160027 t=4257
ji2 	及	c=1 d=3.78297e-06 t=4257
ji2 	棘	c=0 d=4.54039e-08 t=4257
ji2 bing4 	疾病	c=2 d=0.654731 t=4257
ji2 jian4 	擊劍	c=1 d=1.18878e-05 t=4257
ji2 zhong1 	集中	c=0 d=0.00746459 t=4257
ji2 zhong1 jing1 shen2 	集中精神	c=1 d=0.07502 t=4257
ji3 	幾	c=2 d=0.180533 t=4257
ji3 ci4 	幾次	c=1 d=9.32711e-05 t=4257
ji3 ge5 	幾個	c=1 d=4.77276e-05 t=4257
ji3 shi2 	幾時	c=1 d=0.532592 t=4257
ji3 zhu4 	脊柱	c=9 d=0.12758 t=4257
ji3 zhu4 zhu2 jie2 	脊柱逐節	c=1 d=3.26391e-05 t=4257
ji3 zhui1 	脊椎	c=3 d=0.00613362 t=4257
ji4 	計	c=2 d=0.00185601 t=4257
ji4 hua4 	計劃	c=1 d=0.0147723 t=4257
ji4 qiao3 	技巧	c=1 d=1.46303e-06 t=4257
ji4 shu4 	技術	c=3 d=0.279451 t=4257
ji4 xu4 	繼續	c=1 d=6.8764e-07 t=4257
jia1 	佳	c=1 d=0.000808767 t=4257
jia1 	加	c=1 d=0.0271173 t=4257
jia1 	家	c=1 d=0.249075 t=4257
jia1 ni3 men5 	加你們	c=1 d=2.91736e-08 t=4257
jia1 nian2 hua2 	嘉年華	c=2 d=1.71595e-07 t=4257
jia1 qiang2 	加強	c=1 d=5.85968e-07 t=4257
jia1 ru4 	加入	c=0 d=0.013068 t=4257
jia1 tu2 pian4 	加圖片	c=1 d=0.272532 t=4257
jia1 yong4 dian4 qi4 	家用電器	c=1 d=0.0161635 t=4257
jia1 you2 	加油	c=1 d=0.000102566 t=4257
jia1 zhou1 	加州	c=1 d=0.000450569 t=4257
jia4 	價	c=2 d=1.78875e-05 t=4257
jia4 	嫁	c=3 d=1.06712e-07 t=4257
jia4 	架	c=1 d=0.168638 t=4257
jia4 ge2 	價格	c=2 d=3.09819e-07 t=4257
jian1 	肩	c=4 d=0.120868 t=4257
jian1 chi2 	堅持	c=2 d=0.000178409 t=4257
jian1 chi2 liang3 zhou1 	堅持兩週	c=1 d=9.80532e-05 t=4257
jian1 dai4 	肩帶	c=3 d=0.053153 t=4257
jian1 dai4 shang4 zhi1 	肩帶上肢	c=1 d=1.33067e-08 t=4257
jian1 fen1 jie2 	肩分節	c=2 d=0.00366504 t=4257
jian1 feng1 	肩峯	c=1 d=1.94079e-07 t=4257
jian1 guan1 jie2 	肩關節	c=1 d=5.46353e-07 t=4257
jian1 jia3 	肩胛	c=1 d=2.00992e-07 t=4257
jian1 kao4 	肩靠	c=1 d=0.031117 t=4257
jian1 qiao2 	肩橋	c=2 d=0.113044 t=4257
jian1 shang4 	肩上	c=0 d=0.000222055 t=4257
jian1 shang4 xuan2 zhuan3 	肩上旋轉	c=1 d=0.00223168 t=4257
jian1 xiu4 	肩袖	c=1 d=1.69161e-08 t=4257
jian3 fei2 	減肥	c=1 d=9.04624e-05 t=4257
jian3 jie4 	簡介	c=1 d=0.085435 t=4257
jian3 shao3 	減少	c=3 d=4.02091e-05 t=4257
jian3 ya1 	減壓	c=0 d=0.00739031 t=4257
jian4 	見	c=2 d=2.08307e-08 t=4257
jian4 kang1 	健康	c=2 d=0.0116973 t=4257
jian4 li4 	建立	c=1 d=0.000490542 t=4257
jian4 pan2 	鍵盤	c=4 d=2.26638 t=4257
jian4 shen1 	健身	c=1 d=0.000280626 t=4257
jian4 shen1 da4 hui4 	健身大會	c=1 d=0.00279479 t=4257
jian4 shen1 guan3 li3 	健身管理	c=1 d=1.07565e-05 t=4257
jian4 shen1 qiu2 	健身球	c=1 d=1.23729e-05 t=4257
jian4 yi4 	建議	c=1 d=0.44359 t=4257
jiang1 ying4 	僵硬	c=1 d=1.26861e-05 t=4257
jiang3 yi4 	講義	c=1 d=0.0338776 t=4257
jiang3 zuo4 	講座	c=2 d=0.789198 t=4257
jiang4 	降	c=1 d=8.05007e-08 t=4257
jiang4 jie1 	降階	c=3 d=0.104876 t=4257
jiang4 jie1 fang1 fa3 	降階方法	c=1 d=4.85744e-06 t=4257
jiao1 ao4 	驕傲	c=0 d=6.80798e-08 t=4257
jiao1 gei3 	交給	c=0 d=0.000283702 t=4257
jiao1 gei3 wo3 men5 	交給我們	c=1 d=0.00285124 t=4257
jiao1 jie1 	交接	c=0 d=2.4796e-08 t=4257
jiao1 ke4 	教課	c=1 d=0.203926 t=4257
jiao1 liu2 	交流	c=2 d=0.715338 t=4257
jiao1 liu2 hui4 	交流會	c=5 d=1.21797 t=4257
jiao1 tong1 	交通	c=1 d=0.0159229 t=4257
jiao1 xue2 fang1 fa3 	教學方法	c=0 d=2.63974e-09 t=4257
jiao1 yi4 	交易	c=1 d=0.00362464 t=4257
jiao3 	腳	c=2 d=1.91933e-05 t=4257
jiao3 	角	c=1 d=0.946485 t=4257
jiao3 ban4 	攪拌	c=1 d=1.32403e-08 t=4257
jiao3 bei1 	腳背	c=0 d=0.00116786 t=4257
jiao3 gen1 	腳跟	c=1 d=0.0461896 t=4257
jiao3 huai2 	腳踝	c=1 d=2.13421e-07 t=4257
jiao3 tai2 qi3 	腳擡起	c=1 d=2.28857e-05 t=4257
jiao3 xia4 	腳下	c=0 d=3.12029e-06 t=4257
jiao3 zhi3 	腳趾	c=3 d=0.00218569 t=4257
jiao4 	教	c=2 d=6.91108e-07 t=4257
